"CollegeAthleteId","NflAthleteId","CollegeId","CollegeTeam","CollegeConference","NflTeamId","NflTeam","Year","Overall","Round","Pick","Name","Position","Height","Weight","PreDraftRanking","PreDraftPositionRanking","PreDraftGrade","HometownInfo City","HometownInfo State","HometownInfo Country","HometownInfo Latitude","HometownInfo Longitude","HometownInfo CountyFips"
"4431214","109326","251","Texas","SEC","22","Arizona","2025","211","6","35","Hayden Conner","Offensive Guard","78","314","260","19","40","Katy","TX","USA","29.7857853","-95.8243956","48157"
"4575860","109506","164","Rutgers","Big Ten","33","Baltimore","2025","212","6","36","Robert Longerbeam","Cornerback","71","175","178","19","54","Alexandria","VA","USA","38.8051095","-77.0470229","51510"
"4775196","110492","147","Montana State","Big Sky","13","Las Vegas","2025","213","6","37","Tommy Mellott","Wide Receiver","72","208","299","14","35","Butte","MT","USA","46.0131505","-112.5365089","30093"
"4429018","109472","228","Clemson","ACC","24","Los Angeles","2025","214","6","38","R.J. Mickens","Safety","72","199","108","8","69","Southlake","TX","USA","32.9412363","-97.1341783","48439"
"4693331","109537","2449","North Dakota State","MVFC","13","Las Vegas","2025","215","6","39","Cam Miller","Quarterback","73","212","298","13","35","Solon","IA","USA","41.8072344","-91.4940604","19103"
"4589212","109650","57","Florida","SEC","7","Denver","2025","216","6","40","Jeremy Crawshaw","Punter","76","198","282","2","37","Sydney","NSW","Australia","","",""
"4431603","109471","26","UCLA","Big Ten","6","Dallas","2025","217","7","1","Jay Toia","Defensive Tackle","74","342","168","19","56","Inglewood","CA","USA","33.9562003","-118.353132","06037"
"4693369","109444","275","Wisconsin","Big Ten","1","Atlanta","2025","218","7","2","Jack Nelson","Offensive Tackle","79","314","169","17","56","Stoughton","WI","USA","42.9167389","-89.2178997","55025"
"4590292","109463","158","Nebraska","Big Ten","19","New York","2025","219","7","3","Thomas Fidone II","Tight End","77","243","158","11","58","Council Bluffs","IA","USA","41.2621283","-95.8613912","19155"
"4565293","110494","142","Missouri","SEC","17","New England","2025","220","7","4","Marcus Bryant","Offensive Tackle","","","","","","Round Rock","TX","USA","30.508235","-97.6788934","48491"
"4430481","109286","30","USC","Big Ten","30","Jacksonville","2025","221","7","5","Jonah Monheim","Center","76","302","243","5","43","Moorpark","CA","USA","34.285558","-118.8820414","06111"
"4685126","109393","135","Minnesota","Big Ten","13","Las Vegas","2025","222","7","6","Cody Lindenberg","Linebacker","74","236","162","10","57","Anoka","MN","USA","45.1977428","-93.3871758","27003"
"4808830","109334","2390","Miami","ACC","26","Seattle","2025","223","7","7","Damien Martinez","Running Back","72","217","123","12","66","Lewisville","TX","USA","33.046233","-96.994174","48121"
"4677281","110458","164","Rutgers","Big Ten","34","Houston","2025","224","7","8","Kyonte Hamilton","Defensive Tackle","","","","","","District Heights","MD","USA","38.8576128","-76.8894171","24033"
"4430821","110216","2440","Nevada","Mountain West","22","Arizona","2025","225","7","9","Kitan Crawford","Safety","71","202","146","11","60","Tyler","TX","USA","32.3512601","-95.3010624","48423"
"4429490","109957","264","Washington","Big Ten","23","Pittsburgh","2025","226","7","10","Carson Bruener","Linebacker","73","227","258","22","41","Woodinville","WA","USA","47.7545827","-122.1588902","53033"
"4430431","109368","84","Indiana","Big Ten","25","San Francisco","2025","227","7","11","Kurtis Rourke","Quarterback","76","220","242","11","43","Oakville","ON","CAN","","",""
"4596602","109394","2567","SMU","ACC","12","Kansas City","2025","228","7","12","Brashard Smith","Running Back","70","194","153","15","59","Richmond Heights","FL","USA","25.6314936","-80.3689426","12086"
"4608004","110495","2117","Central Michigan","Mid-American","23","Pittsburgh","2025","229","7","13","Donte Kent","Cornerback","","","","","","Harrisburg","PA","USA","40.2663107","-76.8861122","42043"
"4575115","109404","61","Georgia","SEC","8","Detroit","2025","230","7","14","Dan Jackson","Safety","73","190","279","19","37","Gainesville","GA","USA","34.2978794","-83.8240663","13139"
"4889929","109209","251","Texas","SEC","15","Miami","2025","231","7","15","Quinn Ewers","Quarterback","74","214","111","7","69","Southlake","TX","USA","32.9412363","-97.1341783","48439"
"4432789","109361","275","Wisconsin","Big Ten","11","Indianapolis","2025","232","7","16","Hunter Wohler","Safety","74","213","256","17","41","Muskego","WI","USA","42.905848","-88.1389779","55133"
"4608686","109459","164","Rutgers","Big Ten","3","Chicago","2025","233","7","17","Kyle Monangai","Running Back","68","211","207","20","49","Roseland","NJ","USA","40.8206555","-74.2937595","34013"
"4432525","110491","2294","Iowa","Big Ten","26","Seattle","2025","234","7","18","Mason Richman","Offensive Tackle","78","312","239","24","43","Leawood","KS","USA","38.966673","-94.6169012","20091"
"4608810","109279","2483","Oregon","Big Ten","27","Tampa Bay","2025","235","7","19","Tez Johnson","Wide Receiver","70","154","196","21","51","Pinson","AL","USA","33.706205","-86.67007895992774","01073"
"4911851","109389","183","Syracuse","ACC","30","Jacksonville","2025","236","7","20","LeQuint Allen","Running Back","72","204","201","19","50","Millville","NJ","USA","39.4020593","-75.0393368","34011"
"4695280","110496","2655","Tulane","American Athletic","9","Green Bay","2025","237","7","21","Micah Robinson","Cornerback","","","","","","Atlanta","GA","USA","33.7490987","-84.3901849","13121"
"4431479","109376","2439","UNLV","Mountain West","26","Seattle","2025","238","7","22","Ricky White III","Wide Receiver","73","184","254","28","41","Marietta","GA","USA","33.9528472","-84.5496148","13067"
"4431562","109551","228","Clemson","ACC","6","Dallas","2025","239","7","23","Phil Mafah","Running Back","73","234","287","28","36","Loganville","GA","USA","33.8389977","-83.9007382","13297"
"4431509","109475","120","Maryland","Big Ten","2","Buffalo","2025","240","7","24","Kaden Prather","Wide Receiver","76","204","332","40","33","Montgomery Village","MD","USA","39.1729034","-77.2030297","24031"
"4432208","110497","254","Utah","Big 12","7","Denver","2025","241","7","25","Caleb Lohner","Tight End","79","250","","","","Flower Mound","TX","USA","33.0283854","-97.0867203","48121"
"4710855","109491","221","Pittsburgh","ACC","14","Los Angeles","2025","242","7","26","Konata Mumpfield","Wide Receiver","71","186","336","42","33","Hoschton","GA","USA","34.096496","-83.7612839","13157"
"4431252","109466","99","LSU","SEC","33","Baltimore","2025","243","7","27","Garrett Dellinger","Offensive Guard","76","325","192","14","52","Clarkston","MI","USA","42.735863","-83.4188304","26125"
"4596439","109643","61","Georgia","SEC","8","Detroit","2025","244","7","28","Dominic Lovett","Wide Receiver","70","185","266","31","39","Belleville","IL","USA","38.5200504","-89.9839935","17163"
"4575131","109642","12","Arizona","Big 12","28","Washington","2025","245","7","29","Jacory Croskey-Merritt","Running Back","71","204","253","26","41","Montgomery","AL","USA","32.3669656","-86.3006485","01101"
"4429281","109645","197","Oklahoma State","Big 12","19","New York","2025","246","7","30","Korie Black","Cornerback","72","190","233","26","44","Waco","TX","USA","31.549333","-97.1466695","48309"
"4683450","109494","120","Maryland","Big Ten","6","Dallas","2025","247","7","31","Tommy Akingbesote","Defensive Tackle","76","306","349","40","33","Largo","MD","USA","38.8976121","-76.8302489","24033"
"4432731","110177","26","UCLA","Big Ten","18","New Orleans","2025","248","7","32","Moliki Matavao","Tight End","78","260","167","12","56","Henderson","NV","USA","36.0301134","-114.9826194","32003"
"4431523","109405","2294","Iowa","Big Ten","25","San Francisco","2025","249","7","33","Connor Colby","Offensive Guard","78","309","311","21","34","Cedar Rapids","IA","USA","41.9758872","-91.6704053","19113"
"2312707","109455","2132","Cincinnati","Big 12","9","Green Bay","2025","250","7","34","John Williams","Offensive Tackle","76","322","272","25","39","","","","","",""
"4695254","110498","238","Vanderbilt","SEC","17","New England","2025","251","7","35","Julian Ashby","Long Snapper","73","221","","","","Lilburn","GA","USA","33.8901036","-84.1429719","13135"
"4887918","110133","149","Montana","Big Sky","25","San Francisco","2025","252","7","36","Junior Bergen","Wide Receiver","","","","","","Billings","MT","USA","45.7874957","-108.49607","30111"
"4683276","109504","59","Georgia Tech","ACC","15","Miami","2025","253","7","37","Zeek Biggers","Defensive Tackle","78","321","285","34","37","Salisbury","NC","USA","35.6709727","-80.4742261","37159"
"4429073","109498","183","Syracuse","ACC","18","New Orleans","2025","254","7","38","Fadil Diggs","Defensive Edge","76","257","221","29","47","Camden","NJ","USA","39.9448402","-75.1198911","34007"
"4432338","109338","2294","Iowa","Big Ten","34","Houston","2025","255","7","39","Luke Lachey","Tight End","78","251","184","13","53","Columbus","OH","USA","39.9622601","-83.0007065","39049"
"4426513","110204","57","Florida","SEC","24","Los Angeles","2025","256","7","40","Trikweze Bridges","Safety","","","","","","Lanett","AL","USA","32.8687391","-85.1904971","01017"
"4566100","110499","235","Memphis","American Athletic","17","New England","2025","257","7","41","Kobee Minor","Cornerback","72","190","","","","Lake Dallas","TX","USA","33.1192875","-97.0255641","48121"
